video,num_fish,species_id,timeframe,sex,timeframe,adipose_clip,timeframe,floy_tag,timeframe,injury,timeframe,id_person,confidence_level,note
08-12-2019 14-29-00 C Right Bank Underwater ,2,pink,0:00:02,female,0:00:02,no,0:00:02,NA,NA,no,0:00:02,BNA,3,Second fish in video 
08-12-2019 14-29-08 C Right Bank Underwater ,2,pink,0:00:01,female,0:00:01,no,0:00:02,NA,NA,no,0:00:02,BNA,3,First fish in video
08-12-2019 14-29-08 C Right Bank Underwater ,2,pink,0:00:03,male,0:00:03,no,0:00:03,NA,NA,no,0:00:03,BNA,3,Second fish in video
08-12-2019 14-29-14 C Right Bank Underwater ,3,pink,0:00:02,female,0:00:02,no,0:00:06,NA,NA,no,0:00:06,BNA,3,First fish in video
08-12-2019 14-29-14 C Right Bank Underwater ,3,pink,0:00:08,female,0:00:09,no,0:00:09,NA,NA,no,0:00:10,BNA,3,Second fish in video
08-12-2019 14-29-14 C Right Bank Underwater ,3,pink,0:00:09,male,0:00:09,NA,NA,NA,NA,NA,NA,BNA,3,"Third fish in video. View of fish is limited to the hump, the mouth, and the tail. Adipose fin never visible"
08-12-2019 14-29-27 C Right Bank Underwater ,3,pink,0:00:01,male,0:00:01,no,0:00:03,NA,NA,no,0:00:04,BNA,3,First fish in video
08-12-2019 14-29-27 C Right Bank Underwater ,3,pink,0:00:04,male,0:00:04,no,0:00:05,NA,NA,no,0:00:05,BNA,3,Second fish in video
08-12-2019 14-29-27 C Right Bank Underwater ,3,pink,0:00:07,female,0:00:07,no,0:00:07,NA,NA,no,0:00:07,BNA,3,Third fish in video.  
08-12-2019 14-29-36 C Right Bank Underwater ,2,pink,0:00:02,male,0:00:07,no,0:00:07,NA,NA,no,0:00:08,BNA,3,First fish in video. Small rips in dorsal fin
08-12-2019 14-29-36 C Right Bank Underwater ,2,pink,0:00:16,female,0:00:16,no,0:00:16,NA,NA,no,0:00:17,BNA,3,Second fish in video
08-12-2019 14-29-54 C Right Bank Underwater ,1,pink,0:00:02,male,0:00:02,no,0:00:03,NA,NA,no,0:00:03,BNA,3,
08-12-2019 14-29-59 C Right Bank Underwater ,4,pink,0:00:01,female,0:00:01,no,0:00:06,NA,NA,yes,0:00:05,BNA,3,"First fish in video, briefly drops back before reentering the frame. Large scar above pelvic fin"
08-12-2019 14-29-59 C Right Bank Underwater ,4,pink,0:00:02,female,0:00:02,no,0:00:02,NA,NA,no,0:00:04,BNA,3,Second fish in video
08-12-2019 14-29-59 C Right Bank Underwater ,4,pink,0:00:04,male,0:00:04,no,0:00:04,NA,NA,no,0:00:05,BNA,3,Third fish in video
08-12-2019 14-29-59 C Right Bank Underwater ,4,pink,0:00:06,male,0:00:06,no,0:00:06,NA,NA,NA,NA,BNA,3,"Fourth fish in video. Head and pectoral fins obscured by other fish, but hump, adipose and tail are visible."
08-12-2019 14-30-11 C Right Bank Underwater ,1,pink,0:00:01,male,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,3,
08-12-2019 14-30-29 C Right Bank Underwater ,1,pink,0:00:01,male,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,3,
08-12-2019 14-30-33 C Right Bank Underwater  ,1,chinook,0:00:01,female,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,3,
08-12-2019 14-30-35 C Right Bank Underwater  ,1,pink,0:00:01,male,0:00:01,no,0:00:02,NA,NA,no,0:00:02,BNA,3,
08-12-2019 14-30-41 C Right Bank Underwater  ,1,chinook,0:00:01,female,0:00:01,no,0:00:02,NA,NA,no,0:00:02,BNA,3,
08-12-2019 14-30-44C Right Bank Underwater   ,1,chinook,0:00:02,female,0:00:02,no,0:00:03,NA,NA,yes,0:00:03,BNA,3,Torn caudal fin
08-12-2019 14-31-28 C Right Bank Underwater  ,1,pink,0:00:01,male,0:00:01,no,0:00:02,NA,NA,no,0:00:02,BNA,3,
08-12-2019 14-31-31 C Right Bank Underwater  ,2,pink,0:00:02,female,0:00:02,no,0:00:03,NA,NA,no,0:00:03,BNA,3,Fish closest to the camera
08-12-2019 14-31-31 C Right Bank Underwater  ,2,pink,0:00:02,female,0:00:02,no,0:00:03,NA,NA,NA,NA,BNA,3,Fish furthest away from the camera. Injury? Most of fish is obscured by the fish in the front
08-12-2019 14-31-44 C Right Bank Underwater  ,2,pink,0:00:01,male,0:00:01,no,0:00:01,NA,NA,no,0:00:02,BNA,3,First fish in video
08-12-2019 14-31-44 C Right Bank Underwater  ,2,pink,0:00:01,male,0:00:01,no,0:00:03,NA,NA,no,0:00:02,BNA,3,Second fish in video
08-12-2019 14-31-51 C Right Bank Underwater  ,2,pink,0:00:01,male,0:00:01,no,0:00:03,NA,NA,no,0:00:03,BNA,3,First fish in video. Furthest away from the camera
08-12-2019 14-31-51 C Right Bank Underwater  ,2,pink,0:00:01,female,0:00:01,no,0:00:02,NA,NA,no,0:00:02,BNA,3,Second fish in video. Closest to the camera
08-12-2019 14-32-04 C Right Bank Underwater  ,3,pink,0:00:01,female,0:00:01,no,0:00:06,NA,NA,no,0:00:06,BNA,3,First fish in video
08-12-2019 14-32-04 C Right Bank Underwater  ,3,pink,0:00:06,female,0:00:06,no,0:00:07,NA,NA,no,0:00:07,BNA,3,Second fish in video
08-12-2019 14-32-04 C Right Bank Underwater  ,3,pink,0:00:09,female,0:00:09,no,0:00:10,NA,NA,no,0:00:10,BNA,3,Third fish in video. Fish drops back out of frame
08-12-2019 14-32-41 C Right Bank Underwater  ,1,pink,0:00:01,male,0:00:01,no,0:00:02,NA,NA,no,0:00:02,BNA,3,
08-12-2019 14-32-55 C Right Bank Underwater  ,5,pink,0:00:01,female,0:00:01,no,0:00:02,NA,NA,no,0:00:02,BNA,3,First fish in video
08-12-2019 14-32-55 C Right Bank Underwater  ,5,pink,0:00:02,female,0:00:02,no,0:00:02,NA,NA,NA,NA,BNA,3,"Second fish in video. Head and pectoral fins obscured by other fish,"
08-12-2019 14-32-55 C Right Bank Underwater  ,5,pink,0:00:03,male,0:00:03,no,0:00:04,NA,NA,no,0:00:04,BNA,3,Third fish in video
08-12-2019 14-32-55 C Right Bank Underwater  ,5,pink,0:00:05,male,0:00:05,no,0:00:06,NA,NA,no,0:00:06,BNA,3,Fourth fish in video
08-12-2019 14-32-55 C Right Bank Underwater  ,5,pink,0:00:07,female,0:00:07,no,0:00:08,NA,NA,no,0:00:09,BNA,3,Fifth fish in video
08-12-2019 14-33-17 C Right Bank Underwater  ,1,chinook,0:00:01,male,0:00:01,no,0:00:02,NA,NA,no,0:00:02,BNA,3,
08-12-2019 14-34-24 C Right Bank Underwater ,1,pink,0:00:01,male,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,3,
08-12-2019 14-34-26 C Right Bank Underwater ,1,pink,0:00:01,female,0:00:01,no,0:00:02,NA,NA,no,0:00:02,BNA,3,
08-12-2019 14-35-06 C Right Bank Underwater ,2,pink,0:00:01,male,0:00:01,no,0:00:01,NA,NA,no,0:00:02,BNA,3,Fish closest to camera at start of video. Fish turns around and drops back out of frame
08-12-2019 14-35-06 C Right Bank Underwater ,2,pink,0:00:01,male,0:00:01,NA,NA,NA,NA,NA,NA,BNA,3,Only front half of fish is visible. Fish drops back out of frame
08-12-2019 14-35-27 C Right Bank Underwater ,1,pink,0:00:01,female,0:00:01,no,0:00:02,NA,NA,yes,0:00:02,BNA,3,Part of caudal fin missing. Fish turns around and drops back out of frame
08-12-2019 14-35-32 C Right Bank Underwater ,2,pink,0:00:01,female,0:00:01,no,0:00:02,NA,NA,yes,0:00:02,BNA,3,First fish in video. Same fish as in previous video. Part of caudal fin missing. 
08-12-2019 14-35-32 C Right Bank Underwater ,2,pink,0:00:02,female,0:00:02,no,0:00:05,NA,NA,no,0:00:05,BNA,3,Second fish in video
08-12-2019 14-36-47 C Right Bank Underwater ,1,pink,0:00:01,male,0:00:01,no,0:00:02,NA,NA,no,0:00:02,BNA,3,"Fish appears, drops back out of frame and then swims past the camera."
08-12-2019 14-37-08 C Right Bank Underwater ,1,pink,0:00:01,male,0:00:01,no,0:00:03,NA,NA,no,0:00:03,BNA,3,
08-12-2019 14-37-48 C Right Bank Underwater ,1,pink,0:00:01,male,0:00:01,no,0:00:05,NA,NA,no,0:00:05,BNA,3,
08-12-2019 14-38-15 C Right Bank Underwater ,1,pink,0:00:01,female,0:00:01,no,0:00:02,NA,NA,no,0:00:02,BNA,3,
08-12-2019 14-38-20 C Right Bank Underwater ,1,pink,0:00:01,male,0:00:01,no,0:00:02,NA,NA,no,0:00:02,BNA,3,
08-12-2019 14-38-40 C Right Bank Underwater ,1,pink,0:00:02,male,0:00:02,no,0:00:02,NA,NA,no,0:00:02,BNA,3,
08-12-2019 14-38-56 C Right Bank Underwater ,1,pink,0:00:02,male,0:00:02,no,0:00:02,NA,NA,no,0:00:03,BNA,3,
08-12-2019 14-39-50 C Right Bank Underwater ,1,pink,0:00:01,female,0:00:01,no,0:00:02,NA,NA,no,0:00:02,BNA,3,
08-12-2019 14-41-09 C Right Bank Underwater ,1,pink,0:00:02,female,0:00:02,no,0:00:04,NA,NA,no,0:00:04,BNA,3,
08-12-2019 14-41-49 C Right Bank Underwater ,1,pink,0:00:01,male,0:00:01,no,0:00:04,NA,NA,no,0:00:04,BNA,3,Fish turns around and drops back out of frame
08-12-2019 14-41-58 C Right Bank Underwater ,2,pink,0:00:01,male,0:00:01,no,0:00:02,NA,NA,no,0:00:02,BNA,3,First fish in video. Same fish as the previous video
08-12-2019 14-41-58 C Right Bank Underwater ,2,pink,0:00:03,male,0:00:03,no,0:00:03,NA,NA,no,0:00:03,BNA,3,Second fish in video.
08-12-2019 14-42-11 C Right Bank Underwater ,1,pink,0:00:01,male,0:00:01,no,0:00:02,NA,NA,no,0:00:02,BNA,3,
08-12-2019 14-43-47 C Right Bank Underwater ,1,pink,0:00:01,male,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,3,
08-12-2019 14-43-53 C Right Bank Underwater ,1,pink,0:00:01,female,0:00:01,no,0:00:02,NA,NA,no,0:00:03,BNA,3,
08-12-2019 14-47-56 C Right Bank Underwater ,1,pink,0:00:01,male,0:00:01,no,0:00:02,NA,NA,no,0:00:02,BNA,3,
08-12-2019 14-49-22 C Right Bank Underwater ,1,pink,0:00:01,female,0:00:01,no,0:00:02,NA,NA,no,0:00:02,BNA,3,
08-14-2019 09-15-09 C Right Bank Underwater ,,NA,,,,,,,,,,,,Visibility is very poor (<few inches). Is this footage still useful when we are unable to make an educated guess for the shadows passing by?  I exported all of the fish that passed through on 08-14-2019 in this 30 sec clip. 
09-12-2019 08-54-26 M Right Bank Underwater,1,pink,0:00:01,female,0:00:01,no,0:00:02,NA,NA,no,0:00:02,BNA,3,Murky water
09-12-2019 08-55-08 M Right Bank Underwater,1,pink,0:00:01,female,0:00:01,no,0:00:02,NA,NA,no,0:00:02,BNA,3,Murky water
09-12-2019 08-56-05 C Right Bank Underwater,1,pink,0:00:02,male,0:00:02,no,0:00:02,NA,NA,no,0:00:03,BNA,3,Murky water
09-12-2019 15-04-08 C Right Bank Underwater,3,pink,0:00:04,female,0:00:04,no,0:00:05,NA,NA,no,0:00:05,BNA,3,First fish in video. Murky water
09-12-2019 15-04-08 C Right Bank Underwater,3,pink,0:00:06,female,0:00:06,no,0:00:07,NA,NA,no,0:00:07,BNA,3,Second fish in video. Murky water
09-12-2019 15-04-08 C Right Bank Underwater,3,pink,0:00:09,female,0:00:09,no,0:00:10,NA,NA,no,0:00:10,BNA,3,Third fish in video. Fish drops back out of frame. Murky water
09-12-2019 15-04-24 C Right Bank Underwater,2,coho,0:00:05,male,0:00:05,no,0:00:05,NA,NA,no,0:00:05,BNA,3,First fish in video. Murky water
09-12-2019 15-04-24 C Right Bank Underwater,2,pink,0:00:08,male,0:00:08,no,0:00:16,NA,NA,no,0:00:16,BNA,3,Second fish in video. Murky water
09-12-2019 15-04-57 C Right Bank Underwater,2,pink,0:00:04,female,0:00:04,no,0:00:04,NA,NA,yes,0:00:04,BNA,1,Dark pink or coho? First fish in video. Torn caudal fin. Fast fish in murky water
09-12-2019 15-04-57 C Right Bank Underwater,2,steelhead,0:00:03,female,0:00:03,no,0:00:03,NA,NA,no,0:00:03,BNA,3,Second fish in video. Murky water
09-12-2019 15-05-06 C Right Bank Underwater,1,pink,0:00:07,female,0:00:07,no,0:00:07,NA,NA,no,0:00:07,BNA,3,Murky water
09-12-2019 15-05-19 C Right Bank Underwater,1,coho,0:00:01,female,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,2,Species ID? Fast fish. Murky water
09-12-2019 15-05-20 C Right Bank Underwater,1,pink,0:00:01,female,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,3,Murky water. Fast fish
09-12-2019 15-05-26 C Right Bank Underwater,1,pink,0:00:03,female,0:00:03,no,0:00:03,NA,NA,no,0:00:03,BNA,3,Murky water
09-12-2019 15-05-42 C Right Bank Underwater,1,coho,0:00:05,female,0:00:05,yes,0:00:05,NA,NA,no,0:00:05,BNA,2,female? Murky water
09-23-2019 13-14-59 C Right Bank Underwater,1,chum,0:00:01,male,0:00:01,no,0:00:03,NA,NA,yes,0:00:03,BNA,3,"White patch on hump, white pectoral and pelvic fin"
09-23-2019 13-53-32 C Right Bank Underwater,1,sockeye,0:00:01,male,0:00:01,no,0:00:02,NA,NA,yes,0:00:02,BNA,3,Torn anal and caudal fins. White patch behind dorsal fin. 
09-25-2019 00-05-28 C Right Bank Underwater,1,coho,0:00:03,male,0:00:05,no,0:00:06,NA,NA,no,0:00:06,BNA,3,Fish drops back out of frame
09-25-2019 03-07-52 C Right Bank Underwater,1,coho,0:00:01,male,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,3,
09-25-2019 03-21-10 C Right Bank Underwater,1,pink,0:00:01,male,0:00:01,no,0:00:01,NA,NA,yes,0:00:01,BNA,3,Post-spawn zombie pink. White patches throughout body. Fish drops back out of frame
09-25-2019 03-26-16 C Right Bank Underwater,1,coho,0:00:01,male,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,3,
09-25-2019 03-26-52 C Right Bank Underwater,1,coho,0:00:01,jack,0:00:01,yes,0:00:01,NA,NA,no,0:00:01,BNA,2,Jack. Hatchery misclip?
09-25-2019 03-28-00 C Right Bank Underwater,1,pink,0:00:01,female,0:00:01,no,0:00:01,NA,NA,yes,0:00:01,BNA,3,Post spawn zombie pink. White patches throughout body. Fish drops back out of frame
09-25-2019 03-34-09 C Right Bank Underwater,1,coho,0:00:01,male,0:00:01,no,0:00:01,NA,NA,yes,0:00:01,BNA,3,Piece missing from top of caudal fin
09-25-2019 03-39-13 C Right Bank Underwater,1,coho,0:00:01,male,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,3,Fish drops back out of frame
09-25-2019 03-43-16 C Right Bank Underwater,1,coho,0:00:01,male,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,3,Fish drops back out of frame
09-25-2019 03-44-16 C Right Bank Underwater,1,bull,0:00:01,NA,NA,no,0:00:01,NA,NA,no,0:00:01,BNA,2,Fast fish. Red anal + pelvic fins with white tips suggests bull trout/dolly.
09-25-2019 03-44-20 C Right Bank Underwater,1,coho,0:00:01,male,0:00:01,no,0:00:03,NA,NA,no,0:00:01,BNA,3,
09-25-2019 03-45-11 C Right Bank Underwater,1,coho,0:00:01,male,0:00:01,no,0:00:03,NA,NA,no,0:00:01,BNA,3,
09-25-2019 03-54-33 C Right Bank Underwater,1,coho,0:00:01,male,0:00:01,no,0:00:03,NA,NA,no,0:00:01,BNA,3,
09-25-2019 03-58-15 C Right Bank Underwater,1,pink,0:00:01,female,0:00:01,no,0:00:01,NA,NA,yes,0:00:01,BNA,3,Post-spawn fish. White patches on tail. Fish drops back out of frame
10-01-2019 21-04-51 C Right Bank Underwater,1,chum,0:00:01,female,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,3,
10-01-2019 21-20-15 C Right Bank Underwater,1,bull,0:00:01,NA,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,3,
10-01-2019 23-37-56 C Right Bank Underwater,1,bull,0:00:01,NA,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,3,
10-01-2019 20-23-30 C Right Bank Underwater,1,bull,0:00:01,NA,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,3,Fast fish. Fish turns around and drops back out of frame
10-01-2019 20-24-05 C Right Bank Underwater,1,chum,0:00:01,female,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,3,Fish drops back out of the frame
10-01-2019 22-35-13 C Right Bank Underwater,1,rainbow,0:00:01,juvenile,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,3,Fish drops back out of the frame
10-02-2019 05-44-24 M Right Bank Underwater,1,coho,0:00:01,female,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,3,Fish drops back out of the frame
10-02-2019 07-59-04 M Right Bank Underwater,1,bull,0:00:01,NA,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,3,
10-02-2019 21-13-52 M Right Bank Underwater,1,coho,0:00:01,male,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,3,
10-02-2019 21-44-33 M Right Bank Underwater,1,bull,0:00:01,NA,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,3,
10-02-2019 21-47-25 M Right Bank Underwater,1,coho,0:00:01,female,0:00:01,NA,NA,NA,NA,NA,NA,BNA,3,Back half of fish is never visible. Fish swims upstream halfway then drops back out of frame
10-02-2019 22-04-50 M Right Bank Underwater,1,bull,0:00:01,NA,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,3,Fast fish
10-02-2019 22-05-35 M Right Bank Underwater,1,steelhead,0:00:06,female,0:00:06,no,0:00:06,NA,NA,no,0:00:06,BNA,3,Fast fish
